Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Total Nacional;01 Andalucía;29 Málaga;Total;Residentes en el Extranjero;Pernoctaciones;2022M01;314.297
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2025M03;138.186
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2025M02;130.467
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2025M01;128.757
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M12;157.020
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M11;155.407
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M10;140.204
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M09;137.708
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M08;116.894
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M07;123.989
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M06;153.061
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M05;157.171
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M04;164.073
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M03;157.047
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M02;144.952
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2024M01;132.023
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M12;161.030
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M11;145.435
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M10;161.023
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M09;153.142
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M08;139.187
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M07;144.052
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M06;163.255
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M05;167.518
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M04;168.951
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M03;166.958
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M02;155.381
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2023M01;135.802
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M12;142.195
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M11;159.021
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M10;163.745
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M09;164.561
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M08;147.417
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M07;138.999
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M06;175.085
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M05;160.761
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M04;166.182
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M03;151.606
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M02;140.464
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Viajero;2022M01;112.980
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2025M03;240.496
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2025M02;222.029
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2025M01;217.930
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M12;286.312
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M11;277.386
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M10;246.396
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M09;231.209
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M08;203.082
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M07;207.142
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M06;256.638
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M05;267.391
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M04;296.722
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M03;284.466
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M02;246.830
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2024M01;225.917
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M12;300.382
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M11;261.713
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M10;278.737
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M09;254.620
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M08;236.241
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M07;227.117
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M06;264.895
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M05;281.827
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M04;313.102
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M03;307.168
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M02;264.978
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2023M01;236.477
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M12;261.724
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M11;293.812
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M10;295.621
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M09;278.099
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M08;253.516
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M07;225.997
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M06;296.052
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M05;291.585
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M04;316.411
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M03;269.131
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M02;242.311
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en España;Pernoctaciones;2022M01;189.848
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2025M03;171.271
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2025M02;140.532
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2025M01;128.272
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M12;134.349
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M11;160.203
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M10;231.532
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M09;205.911
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M08;201.781
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M07;170.877
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M06;178.860
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M05;225.471
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M04;209.983
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M03;183.089
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M02;149.405
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2024M01;133.008
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M12;135.754
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M11;144.897
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M10;203.897
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M09;184.693
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M08;184.065
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M07;153.546
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M06;162.667
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M05;184.996
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M04;182.473
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M03;147.858
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M02;113.220
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2023M01;109.127
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M12;100.802
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M11;112.726
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M10;166.288
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M09;160.402
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M08;161.425
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M07;123.990
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M06;138.129
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M05;162.280
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M04;132.923
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M03;107.515
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M02;75.734
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Viajero;2022M01;57.187
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2025M03;417.464
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2025M02;332.103
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;281.111
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;296.605
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;369.678
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;522.031
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;462.865
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;453.561
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;373.726
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;392.328
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;509.227
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;475.792
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;426.838
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;341.924
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;298.720
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;297.606
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;325.719
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;444.740
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;412.657
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;405.536
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;330.669
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;353.690
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;410.200
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;413.601
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;336.351
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;261.574
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;245.400
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M12;222.580
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M11;266.893
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M10;368.174
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M09;357.478
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M08;363.917
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M07;276.290
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M06;315.026
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M05;366.260
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M04;313.310
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M03;261.182
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M02;180.470
Total Nacional;01 Andalucía;41 Sevilla;Total;Residentes en el Extranjero;Pernoctaciones;2022M01;130.261
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2025M03;163.119
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2025M02;144.188
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2025M01;124.422
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M12;121.539
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M11;134.480
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M10;145.459
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M09;180.247
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M08;200.198
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M07;207.490
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M06;205.561
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M05;187.276
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M04;167.355
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M03;189.731
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M02;147.544
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2024M01;126.627
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M12;141.843
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M11;148.640
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M10;169.872
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M09;176.910
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M08;199.350
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M07;195.406
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M06;212.128
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M05;178.828
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M04;194.351
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M03;189.978
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M02;140.086
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2023M01;130.482
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M12;140.763
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M11;148.180
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M10;165.661
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M09;181.953
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M08;199.207
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M07;216.352
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M06;208.777
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M05;185.418
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M04;187.588
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M03;158.121
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M02;134.112
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Viajero;2022M01;98.146
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2025M03;338.487
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2025M02;251.882
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2025M01;227.710
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M12;247.137
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M11;353.334
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M10;294.529
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M09;438.688
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M08;554.563
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M07;533.295
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M06;470.858
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M05;407.571
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M04;340.371
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M03;402.680
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M02;262.125
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2024M01;221.740
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M12;252.626
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M11;270.731
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M10;336.173
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M09;417.289
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M08;552.250
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M07;515.682
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M06;471.584
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M05;383.981
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M04;426.191
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M03;380.411
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M02;246.297
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2023M01;226.343
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M12;257.729
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M11;275.285
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M10;320.077
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M09;425.714
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M08;559.409
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M07;543.356
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M06;459.584
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M05;397.184
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M04;405.591
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M03;300.837
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M02;230.834
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en España;Pernoctaciones;2022M01;167.843
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2025M03;125.753
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2025M02;105.641
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2025M01;90.702
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M12;82.348
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M11;80.142
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M10;162.902
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M09;163.007
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M08;187.066
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M07;170.893
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M06;149.168
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M05;163.233
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M04;156.875
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M03;137.742
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M02;109.399
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2024M01;97.240
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M12;100.896
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M11;115.319
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M10;150.264
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M09;151.029
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M08;170.230
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M07;153.777
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M06;140.700
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M05;147.446
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M04;138.949
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M03;115.034
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M02;89.102
